executive_rank,action_id,encounter_id,facility_id,unit_id,service_line,priority,primary_blocker,evidence_summary,recommended_owner,recommended_action,target_resolution_hours,estimated_recoverable_bed_hours,status,reviewed_by,reviewed_timestamp,action_taken,reason_not_actioned,discharge_timestamp,shift_date,shift_name,signal_family
171,3d7b7ff4d5d8abc3,ENC_00002083,FAC_000,acute_medicine,medicine,routine,vulnerable patient porter wait,Porter support for vulnerable patient exceeded expected operating window,patient_transport_coordinator,Review porter support timing for vulnerable or mobility-limited discharge-dependent patients.,48,3.41,new,,,,,2026-01-27 02:27:05.562243336,2026-01-27,night,vulnerable_patient_flow
172,6f35daa2416b6e00,ENC_00002042,FAC_000,acute_medicine,medicine,high,unattributed operational delay,Delay signal found but no single dependency explains the episode,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,24,38.06,new,,,,,2026-01-28 10:48:08.412802341,2026-01-28,day,unattributed
173,94e54190d0b25b60,ENC_00002027,FAC_000,orthopedics,orthopedics,routine,Friday/weekend discharge gap,Medically ready near weekend with discharge delayed into next service window,site_operations_director,Review and address friday/weekend discharge gap for this discharge dependency.,48,12.85,new,,,,,2026-01-28 10:31:22.993456699,2026-01-28,day,weekend_flow_gap
174,0c316e78d3ebce5a,ENC_00002113,FAC_000,acute_medicine,medicine,high,Friday/weekend discharge gap,Medically ready near weekend with discharge delayed into next service window,site_operations_director,Review and address friday/weekend discharge gap for this discharge dependency.,24,11.66,new,,,,,2026-01-28 09:20:25.773295700,2026-01-28,day,weekend_flow_gap
175,82347b9c5dbf4e29,ENC_00002222,FAC_000,acute_medicine,medicine,high,unattributed operational delay,Delay signal found but no single dependency explains the episode,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,24,3.25,new,,,,,2026-01-28 13:06:26.253823009,2026-01-28,day,unattributed
176,91ba49b4ffd6b8a5,ENC_00002263,FAC_000,respiratory,respiratory,routine,therapy assessment stall,Therapy assessment completion exceeded expected operating window,therapy_services_manager,Review and address therapy assessment stall for this discharge dependency.,48,4.28,new,,,,,2026-01-28 17:17:25.984751988,2026-01-28,evening,care_team_assessment
177,79d8920eb98ec8d5,ENC_00002309,FAC_000,acute_medicine,medicine,routine,therapy assessment stall,Therapy assessment completion exceeded expected operating window,therapy_services_manager,Review and address therapy assessment stall for this discharge dependency.,48,4.2,new,,,,,2026-01-28 15:11:42.464063370,2026-01-28,evening,care_team_assessment
178,86105e080004760d,ENC_00002278,FAC_000,surgical,surgery,routine,unattributed operational delay,Delay signal found but no single dependency explains the episode,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,48,2.35,new,,,,,2026-01-28 01:46:09.857412416,2026-01-28,night,unattributed
179,ac811e1b439e4a30,ENC_00002244,FAC_000,surgical,surgery,routine,unattributed operational delay,Delay signal found but no single dependency explains the episode,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,48,0.02,new,,,,,2026-01-28 04:30:17.170090029,2026-01-28,night,unattributed
180,56062ed90f694803,ENC_00002254,FAC_000,respiratory,respiratory,routine,unattributed operational delay,Delay signal found but no single dependency explains the episode,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,48,8.09,new,,,,,2026-01-29 12:06:25.220843856,2026-01-29,day,unattributed
181,00f2e407daa10ab9,ENC_00002354,FAC_000,acute_medicine,medicine,routine,home care confirmation wait,Home-care confirmation exceeded expected operating window,home_care_liaison,Review and address home care confirmation wait for this discharge dependency.,48,5.63,new,,,,,2026-01-29 10:29:33.947542606,2026-01-29,day,alc_community_capacity
182,605f8faf0c7d283e,ENC_00002279,FAC_000,surgical,surgery,high,ALC placement wait,ALC status present with delayed discharge dependency,transition_services_lead,Review and address alc placement wait for this discharge dependency.,24,20.4,new,,,,,2026-01-29 00:08:01.591404967,2026-01-29,night,alc_community_capacity
183,81c790af86d0de48,ENC_00002503,FAC_000,surgical,surgery,high,unattributed operational delay,Delay signal found but no single dependency explains the episode,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,24,6.65,new,,,,,2026-01-29 06:26:42.922942160,2026-01-29,night,unattributed
184,52da58745a7c8926,ENC_00002184,FAC_000,transitional_care,geriatrics,routine,unattributed operational delay,Delay signal found but no single dependency explains the episode,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,48,3.12,new,,,,,2026-01-29 00:36:11.065342392,2026-01-29,night,unattributed
185,34949e878d4740fa,ENC_00002491,FAC_000,cardiac,cardiology,routine,radiology ultrasound turnaround delay,Ultrasound completion lag exceeded expected discharge-dependent window,radiology_operations_lead,Review ultrasound slot availability and report finalization for discharge-dependent case.,48,2.33,new,,,,,2026-01-29 04:09:12.109516707,2026-01-29,night,diagnostics_access
186,3d8d3e23d07abad7,ENC_00002408,FAC_000,respiratory,respiratory,routine,nurse discharge screening wait,Nurse discharge screening lag exceeded expected operating window,nursing_flow_lead,Review nurse discharge screening queue and readiness checklist handoff.,48,1.29,new,,,,,2026-01-29 06:32:41.427435686,2026-01-29,night,nursing_discharge_readiness
187,e976b039c6d5d051,ENC_00002440,FAC_000,cardiac,cardiology,routine,home care confirmation wait,Home-care confirmation exceeded expected operating window,home_care_liaison,Review and address home care confirmation wait for this discharge dependency.,48,0.19,new,,,,,2026-01-29 00:16:40.616872820,2026-01-29,night,alc_community_capacity
188,0a13b8af667630af,ENC_00002247,FAC_000,orthopedics,orthopedics,high,home care confirmation wait,Home-care confirmation exceeded expected operating window,home_care_liaison,Review and address home care confirmation wait for this discharge dependency.,24,26.08,new,,,,,2026-01-30 11:54:31.354061355,2026-01-30,day,alc_community_capacity
189,ea2d0c4376842e0a,ENC_00002510,FAC_000,respiratory,respiratory,high,nurse discharge screening wait,Nurse discharge screening lag exceeded expected operating window,nursing_flow_lead,Review nurse discharge screening queue and readiness checklist handoff.,24,6.59,new,,,,,2026-01-30 11:01:36.070541887,2026-01-30,day,nursing_discharge_readiness
190,f08e411d1a8efceb,ENC_00002343,FAC_000,orthopedics,orthopedics,high,diagnostic sign-off stall,Diagnostic completion or sign-off timing exceeded expected operating window,diagnostics_operations_lead,Review and address diagnostic sign-off stall for this discharge dependency.,24,24.08,new,,,,,2026-01-30 16:56:33.173752131,2026-01-30,evening,diagnostics_access
191,c5c07d9e4f67341e,ENC_00002490,FAC_000,surgical,surgery,high,social work assessment wait,Social work assessment lag exceeded expected operating window,social_work_lead,Review social work assessment capacity for discharge-dependent cases.,24,12.72,new,,,,,2026-01-30 15:55:05.862702835,2026-01-30,evening,social_support_readiness
192,85b49b7900bbd7de,ENC_00002451,FAC_000,cardiac,cardiology,high,diagnostic sign-off stall,Diagnostic completion or sign-off timing exceeded expected operating window,diagnostics_operations_lead,Review and address diagnostic sign-off stall for this discharge dependency.,24,11.84,new,,,,,2026-01-30 16:23:15.904336878,2026-01-30,evening,diagnostics_access
193,e6e91cb1250dd5dc,ENC_00002384,FAC_000,respiratory,respiratory,routine,therapy assessment stall,Therapy assessment completion exceeded expected operating window,therapy_services_manager,Review and address therapy assessment stall for this discharge dependency.,48,11.28,new,,,,,2026-01-30 18:20:01.793047854,2026-01-30,evening,care_team_assessment
194,6a74f095ee5205c8,ENC_00001894,FAC_000,respiratory,respiratory,urgent,ALC placement wait,ALC status present with delayed discharge dependency,transition_services_lead,Review and address alc placement wait for this discharge dependency.,12,121.5,new,,,,,2026-01-30 00:39:48.900600238,2026-01-30,night,alc_community_capacity
195,ab694205768c94b8,ENC_00002088,FAC_000,transitional_care,geriatrics,urgent,home care confirmation wait,Home-care confirmation exceeded expected operating window,home_care_liaison,Review and address home care confirmation wait for this discharge dependency.,12,64.44,new,,,,,2026-01-30 01:52:12.154380508,2026-01-30,night,alc_community_capacity
196,52e9565e922f1982,ENC_00002435,FAC_000,cardiac,cardiology,high,home care confirmation wait,Home-care confirmation exceeded expected operating window,home_care_liaison,Review and address home care confirmation wait for this discharge dependency.,24,6.52,new,,,,,2026-01-30 05:07:03.394177726,2026-01-30,night,alc_community_capacity
197,1d6c657ae7efa529,ENC_00002632,FAC_000,surgical,surgery,routine,transport delay,Transport completion lag observed after discharge order,patient_transport_coordinator,Review and address transport delay for this discharge dependency.,48,2.07,new,,,,,2026-01-31 14:07:03.639291763,2026-01-31,day,transport_discharge_logistics
198,f8aa37c9e490c63c,ENC_00002551,FAC_000,orthopedics,orthopedics,routine,home care confirmation wait,Home-care confirmation exceeded expected operating window,home_care_liaison,Review and address home care confirmation wait for this discharge dependency.,48,1.36,new,,,,,2026-01-31 12:28:17.251497465,2026-01-31,day,alc_community_capacity
199,a42f69048a562098,ENC_00002697,FAC_000,surgical,surgery,routine,unattributed operational delay,Delay signal found but no single dependency explains the episode,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,48,0.5,new,,,,,2026-01-31 09:00:41.890006384,2026-01-31,day,unattributed
200,c25cc791a95e68ca,ENC_00002639,FAC_000,respiratory,respiratory,routine,home care confirmation wait,Home-care confirmation exceeded expected operating window,home_care_liaison,Review and address home care confirmation wait for this discharge dependency.,48,0.39,new,,,,,2026-01-31 14:10:05.321748412,2026-01-31,day,alc_community_capacity
201,22787454f66d90dc,ENC_00002559,FAC_000,acute_medicine,medicine,routine,vulnerable patient porter wait,Porter support for vulnerable patient exceeded expected operating window,patient_transport_coordinator,Review porter support timing for vulnerable or mobility-limited discharge-dependent patients.,48,5.57,new,,,,,2026-01-31 21:08:00.055103547,2026-01-31,evening,vulnerable_patient_flow
202,5d11d93ba08ea22d,ENC_00002511,FAC_000,orthopedics,orthopedics,routine,unattributed operational delay,Delay signal found but no single dependency explains the episode,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,48,3.24,new,,,,,2026-01-31 19:19:53.589417912,2026-01-31,evening,unattributed
203,f8684ec9463d4435,ENC_00002344,FAC_000,transitional_care,geriatrics,routine,transport delay,Transport completion lag observed after discharge order,patient_transport_coordinator,Review and address transport delay for this discharge dependency.,48,1.49,new,,,,,2026-01-31 05:14:58.689604455,2026-01-31,night,transport_discharge_logistics
204,5aaf8da70e6a176a,ENC_00002567,FAC_000,acute_medicine,medicine,routine,home care confirmation wait,Home-care confirmation exceeded expected operating window,home_care_liaison,Review and address home care confirmation wait for this discharge dependency.,48,1.15,new,,,,,2026-01-31 04:58:09.506422645,2026-01-31,night,alc_community_capacity
205,9872766637ab77f5,ENC_00002291,FAC_000,acute_medicine,medicine,urgent,home care confirmation wait,Home-care confirmation exceeded expected operating window,home_care_liaison,Review and address home care confirmation wait for this discharge dependency.,12,98.76,new,,,,,2026-02-01 10:09:37.431111116,2026-02-01,day,alc_community_capacity
206,6d851c3cd2365a1f,ENC_00002628,FAC_000,respiratory,respiratory,high,radiology MRI access delay,MRI completion lag exceeded expected discharge-dependent window,radiology_operations_lead,Review MRI access constraints and consider alternate imaging or escalation for discharge-dependent case.,24,27.36,new,,,,,2026-02-01 14:06:41.140031830,2026-02-01,day,diagnostics_access
207,d73da7537b7c0a4f,ENC_00002512,FAC_000,transitional_care,geriatrics,routine,unattributed operational delay,Delay signal found but no single dependency explains the episode,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,48,4.67,new,,,,,2026-02-01 14:11:16.487224178,2026-02-01,day,unattributed
208,060f562145ba0705,ENC_00002643,FAC_000,cardiac,cardiology,routine,unattributed operational delay,Delay signal found but no single dependency explains the episode,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,48,8.93,new,,,,,2026-02-01 19:17:22.979096763,2026-02-01,evening,unattributed
209,cc4cb8a1afc597cd,ENC_00002679,FAC_000,cardiac,cardiology,routine,home care confirmation wait,Home-care confirmation exceeded expected operating window,home_care_liaison,Review and address home care confirmation wait for this discharge dependency.,48,8.44,new,,,,,2026-02-01 00:06:23.020063982,2026-02-01,night,alc_community_capacity
210,ccb63b82271e356c,ENC_00002513,FAC_000,transitional_care,geriatrics,routine,unattributed operational delay,Delay signal found but no single dependency explains the episode,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,48,2.18,new,,,,,2026-02-01 02:05:11.924990758,2026-02-01,night,unattributed
211,5bd6c90a426b3aef,ENC_00002770,FAC_000,surgical,surgery,routine,unattributed operational delay,Delay signal found but no single dependency explains the episode,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,48,8.45,new,,,,,2026-02-02 13:18:25.469704521,2026-02-02,day,unattributed
212,1dd647bde3a5455f,ENC_00002772,FAC_000,acute_medicine,medicine,routine,unattributed operational delay,Delay signal found but no single dependency explains the episode,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,48,6.61,new,,,,,2026-02-02 09:36:17.042540835,2026-02-02,day,unattributed
213,0fef19b5a9eff56e,ENC_00002821,FAC_000,acute_medicine,medicine,routine,home care confirmation wait,Home-care confirmation exceeded expected operating window,home_care_liaison,Review and address home care confirmation wait for this discharge dependency.,48,1.13,new,,,,,2026-02-02 09:00:17.966019100,2026-02-02,day,alc_community_capacity
214,bd8e23024b08113d,ENC_00002547,FAC_000,respiratory,respiratory,high,Friday/weekend discharge gap,Medically ready near weekend with discharge delayed into next service window,site_operations_director,Review and address friday/weekend discharge gap for this discharge dependency.,24,24.96,new,,,,,2026-02-02 19:44:10.913493110,2026-02-02,evening,weekend_flow_gap
215,c722298ee07c779e,ENC_00002806,FAC_000,acute_medicine,medicine,high,social work assessment wait,Social work assessment lag exceeded expected operating window,social_work_lead,Review social work assessment capacity for discharge-dependent cases.,24,9.31,new,,,,,2026-02-02 02:08:25.266842870,2026-02-02,night,social_support_readiness
216,bba017e455efa734,ENC_00002712,FAC_000,acute_medicine,medicine,high,ALC placement wait,ALC status present with delayed discharge dependency,transition_services_lead,Review and address alc placement wait for this discharge dependency.,24,2.77,new,,,,,2026-02-02 04:01:06.245099672,2026-02-02,night,alc_community_capacity
217,e0b9ff3807ccb326,ENC_00002691,FAC_000,transitional_care,geriatrics,high,radiology MRI access delay,MRI completion lag exceeded expected discharge-dependent window,radiology_operations_lead,Review MRI access constraints and consider alternate imaging or escalation for discharge-dependent case.,24,8.2,new,,,,,2026-02-03 11:35:21.657625664,2026-02-03,day,diagnostics_access
218,be676754eaf44fd6,ENC_00002920,FAC_000,acute_medicine,medicine,routine,transport delay,Transport completion lag observed after discharge order,patient_transport_coordinator,Review and address transport delay for this discharge dependency.,48,6.13,new,,,,,2026-02-03 11:23:28.689347740,2026-02-03,day,transport_discharge_logistics
219,13351c4f624f734a,ENC_00002884,FAC_000,respiratory,respiratory,high,transport delay,Transport completion lag observed after discharge order,patient_transport_coordinator,Review and address transport delay for this discharge dependency.,24,4.99,new,,,,,2026-02-03 14:27:37.742874866,2026-02-03,day,transport_discharge_logistics
220,4ecd8159734853f4,ENC_00002957,FAC_000,acute_medicine,medicine,routine,home care confirmation wait,Home-care confirmation exceeded expected operating window,home_care_liaison,Review and address home care confirmation wait for this discharge dependency.,48,0.35,new,,,,,2026-02-03 12:29:45.677679470,2026-02-03,day,alc_community_capacity
221,1ed45a2d8bbfffac,ENC_00002595,FAC_000,transitional_care,geriatrics,urgent,Friday/weekend discharge gap,Medically ready near weekend with discharge delayed into next service window,site_operations_director,Review and address friday/weekend discharge gap for this discharge dependency.,12,51.7,new,,,,,2026-02-03 22:04:44.034179195,2026-02-03,evening,weekend_flow_gap
222,3314b26647c39701,ENC_00002853,FAC_000,acute_medicine,medicine,urgent,Friday/weekend discharge gap,Medically ready near weekend with discharge delayed into next service window,site_operations_director,Review and address friday/weekend discharge gap for this discharge dependency.,12,47.37,new,,,,,2026-02-03 19:15:26.262521234,2026-02-03,evening,weekend_flow_gap
223,97dd27a57278cab9,ENC_00002932,FAC_000,acute_medicine,medicine,high,discharge documentation readiness wait,Discharge documentation readiness lag exceeded expected operating window,unit_clerk_lead,Review discharge documentation readiness and unit-clerk handoff steps.,24,30.88,new,,,,,2026-02-03 20:24:53.538353634,2026-02-03,evening,documentation_readiness
224,e6990989bb70753d,ENC_00002887,FAC_000,orthopedics,orthopedics,high,vulnerable patient porter wait,Porter support for vulnerable patient exceeded expected operating window,patient_transport_coordinator,Review porter support timing for vulnerable or mobility-limited discharge-dependent patients.,24,3.85,new,,,,,2026-02-03 21:00:40.368154663,2026-02-03,evening,vulnerable_patient_flow
225,b17dc8938dc76a92,ENC_00002975,FAC_000,surgical,surgery,routine,unattributed operational delay,Delay signal found but no single dependency explains the episode,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,48,1.47,new,,,,,2026-02-03 17:04:57.487994292,2026-02-03,evening,unattributed
226,ab6cb4cd63ffc923,ENC_00002519,FAC_000,acute_medicine,medicine,urgent,home care confirmation wait,Home-care confirmation exceeded expected operating window,home_care_liaison,Review and address home care confirmation wait for this discharge dependency.,12,59.38,new,,,,,2026-02-03 03:14:14.002478431,2026-02-03,night,alc_community_capacity
227,6d71a42865e111e9,ENC_00002677,FAC_000,transitional_care,geriatrics,high,transport delay,Transport completion lag observed after discharge order,patient_transport_coordinator,Review and address transport delay for this discharge dependency.,24,19.71,new,,,,,2026-02-03 23:47:11.197012176,2026-02-03,night,transport_discharge_logistics
228,a55ad6b034a9a379,ENC_00002745,FAC_000,transitional_care,geriatrics,high,Friday/weekend discharge gap,Medically ready near weekend with discharge delayed into next service window,site_operations_director,Review and address friday/weekend discharge gap for this discharge dependency.,24,18.2,new,,,,,2026-02-03 05:30:25.214070038,2026-02-03,night,weekend_flow_gap
229,5467b9b17ee7e484,ENC_00002663,FAC_000,transitional_care,geriatrics,routine,unattributed operational delay,Delay signal found but no single dependency explains the episode,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,48,2.44,new,,,,,2026-02-03 05:05:30.730996347,2026-02-03,night,unattributed
230,712cb348a57c3478,ENC_00002668,FAC_000,transitional_care,geriatrics,urgent,Friday/weekend discharge gap,Medically ready near weekend with discharge delayed into next service window,site_operations_director,Review and address friday/weekend discharge gap for this discharge dependency.,12,45.01,new,,,,,2026-02-04 09:23:31.908645288,2026-02-04,day,weekend_flow_gap
231,2d1fe91afc368360,ENC_00002671,FAC_000,transitional_care,geriatrics,high,unattributed operational delay,Delay signal found but no single dependency explains the episode,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,24,28.51,new,,,,,2026-02-04 14:35:43.544296982,2026-02-04,day,unattributed
232,c511ef94902fe4e7,ENC_00002782,FAC_000,acute_medicine,medicine,high,Friday/weekend discharge gap,Medically ready near weekend with discharge delayed into next service window,site_operations_director,Review and address friday/weekend discharge gap for this discharge dependency.,24,13.66,new,,,,,2026-02-04 10:02:26.444534014,2026-02-04,day,weekend_flow_gap
233,b745a1d720f99d10,ENC_00002777,FAC_000,respiratory,respiratory,high,ALC placement wait,ALC status present with delayed discharge dependency,transition_services_lead,Review and address alc placement wait for this discharge dependency.,24,28.57,new,,,,,2026-02-04 17:40:12.512822710,2026-02-04,evening,alc_community_capacity
234,c77a2667e7fe466f,ENC_00002986,FAC_000,surgical,surgery,high,Friday/weekend discharge gap,Medically ready near weekend with discharge delayed into next service window,site_operations_director,Review and address friday/weekend discharge gap for this discharge dependency.,24,26.39,new,,,,,2026-02-04 21:45:18.750658215,2026-02-04,evening,weekend_flow_gap
235,67a86b8002f520ee,ENC_00003031,FAC_000,respiratory,respiratory,high,home care confirmation wait,Home-care confirmation exceeded expected operating window,home_care_liaison,Review and address home care confirmation wait for this discharge dependency.,24,6.86,new,,,,,2026-02-04 15:59:47.659060665,2026-02-04,evening,alc_community_capacity
236,131c766bcb625996,ENC_00002732,FAC_000,transitional_care,geriatrics,urgent,ALC placement wait,ALC status present with delayed discharge dependency,transition_services_lead,Review and address alc placement wait for this discharge dependency.,12,66.23,new,,,,,2026-02-05 17:44:10.639674668,2026-02-05,evening,alc_community_capacity
237,68f2a2d62e81d101,ENC_00003023,FAC_000,acute_medicine,medicine,high,ALC placement wait,ALC status present with delayed discharge dependency,transition_services_lead,Review and address alc placement wait for this discharge dependency.,24,40.25,new,,,,,2026-02-05 21:00:31.332976546,2026-02-05,evening,alc_community_capacity
238,90840c43a6547750,ENC_00003027,FAC_000,acute_medicine,medicine,high,transport delay,Transport completion lag observed after discharge order,patient_transport_coordinator,Review and address transport delay for this discharge dependency.,24,36.18,new,,,,,2026-02-05 15:52:38.408183965,2026-02-05,evening,transport_discharge_logistics
239,7e767b08e0ea734a,ENC_00002951,FAC_000,transitional_care,geriatrics,high,home care confirmation wait,Home-care confirmation exceeded expected operating window,home_care_liaison,Review and address home care confirmation wait for this discharge dependency.,24,25.79,new,,,,,2026-02-05 15:16:13.171027334,2026-02-05,evening,alc_community_capacity
240,ba1575d5b62736ce,ENC_00002936,FAC_000,transitional_care,geriatrics,high,transport delay,Transport completion lag observed after discharge order,patient_transport_coordinator,Review and address transport delay for this discharge dependency.,24,12.27,new,,,,,2026-02-05 17:31:12.281024217,2026-02-05,evening,transport_discharge_logistics
241,f469870aca280aee,ENC_00003170,FAC_000,respiratory,respiratory,routine,home care confirmation wait,Home-care confirmation exceeded expected operating window,home_care_liaison,Review and address home care confirmation wait for this discharge dependency.,48,3.84,new,,,,,2026-02-05 19:30:20.516350892,2026-02-05,evening,alc_community_capacity
242,4896f7b4cd8e6fd2,ENC_00003204,FAC_000,surgical,surgery,routine,unattributed operational delay,Delay signal found but no single dependency explains the episode,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,48,2.66,new,,,,,2026-02-05 16:14:52.256309079,2026-02-05,evening,unattributed
243,9dfcf964420599c7,ENC_00003283,FAC_000,acute_medicine,medicine,routine,unattributed operational delay,Delay signal found but no single dependency explains the episode,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,48,2.22,new,,,,,2026-02-05 19:28:01.162466430,2026-02-05,evening,unattributed
244,1f4d8f4628041232,ENC_00003146,FAC_000,respiratory,respiratory,high,therapy assessment stall,Therapy assessment completion exceeded expected operating window,therapy_services_manager,Review and address therapy assessment stall for this discharge dependency.,24,14.22,new,,,,,2026-02-05 23:09:16.069897209,2026-02-05,night,care_team_assessment
245,3ff316b70bae1d5c,ENC_00003065,FAC_000,orthopedics,orthopedics,high,pharmacy discharge delay,Medication reconciliation or discharge medication delay signal,pharmacy_operations_lead,Review and address pharmacy discharge delay for this discharge dependency.,24,8.8,new,,,,,2026-02-05 00:09:06.800723138,2026-02-05,night,pharmacy_discharge_readiness
246,07aa116f8f72f4bb,ENC_00003280,FAC_000,cardiac,cardiology,high,unit-level bed-flow bottleneck,Unit-day OOB rate crossed control-chart signal threshold,unit_operations_manager,Review and address unit-level bed-flow bottleneck for this discharge dependency.,24,8.74,new,,,,,2026-02-05 02:30:18.743080218,2026-02-05,night,unit_flow_capacity
247,208a5652fbb83c1e,ENC_00003319,FAC_000,cardiac,cardiology,high,ALC placement wait,ALC status present with delayed discharge dependency,transition_services_lead,Review and address alc placement wait for this discharge dependency.,24,7.4,new,,,,,2026-02-05 23:27:58.841552138,2026-02-05,night,alc_community_capacity
248,1908b7a8bc73c8f0,ENC_00003195,FAC_000,cardiac,cardiology,high,radiology MRI access delay,MRI completion lag exceeded expected discharge-dependent window,radiology_operations_lead,Review MRI access constraints and consider alternate imaging or escalation for discharge-dependent case.,24,3.43,new,,,,,2026-02-05 00:02:50.912302376,2026-02-05,night,diagnostics_access
249,02cb7d406a9c2abc,ENC_00003093,FAC_000,acute_medicine,medicine,high,home care confirmation wait,Home-care confirmation exceeded expected operating window,home_care_liaison,Review and address home care confirmation wait for this discharge dependency.,24,13.83,new,,,,,2026-02-06 13:48:23.348001820,2026-02-06,day,alc_community_capacity
250,5d6132eca9c9bbc9,ENC_00003308,FAC_000,cardiac,cardiology,high,unattributed operational delay,Delay signal found but no single dependency explains the episode,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,24,11.22,new,,,,,2026-02-06 11:26:18.035731138,2026-02-06,day,unattributed
251,7795702d9b63f74e,ENC_00003264,FAC_000,surgical,surgery,routine,unattributed operational delay,Delay signal found but no single dependency explains the episode,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,48,6.9,new,,,,,2026-02-06 09:52:41.164956213,2026-02-06,day,unattributed
252,b956c1d53138b570,ENC_00003365,FAC_000,cardiac,cardiology,routine,home care confirmation wait,Home-care confirmation exceeded expected operating window,home_care_liaison,Review and address home care confirmation wait for this discharge dependency.,48,2.99,new,,,,,2026-02-06 13:58:47.489383663,2026-02-06,day,alc_community_capacity
253,2aa182781aee004a,ENC_00003239,FAC_000,orthopedics,orthopedics,routine,triage screening backlog,Triage screening completion lag exceeded expected operating window,triage_operations_lead,"Review triage screening queue, screening criteria, and escalation coverage for delayed cases.",48,2.73,new,,,,,2026-02-06 10:10:43.059803532,2026-02-06,day,front_door_screening
254,3eb29a03a5f59f32,ENC_00003313,FAC_000,surgical,surgery,high,transport delay,Transport completion lag observed after discharge order,patient_transport_coordinator,Review and address transport delay for this discharge dependency.,24,1.61,new,,,,,2026-02-06 09:01:44.554189782,2026-02-06,day,transport_discharge_logistics
255,7232ef21ae32f9b1,ENC_00003161,FAC_000,transitional_care,geriatrics,routine,unattributed operational delay,Delay signal found but no single dependency explains the episode,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,48,0.49,new,,,,,2026-02-06 22:36:57.670671015,2026-02-06,evening,unattributed
256,47ae245e60aed81d,ENC_00003168,FAC_000,acute_medicine,medicine,high,radiology MRI access delay,MRI completion lag exceeded expected discharge-dependent window,radiology_operations_lead,Review MRI access constraints and consider alternate imaging or escalation for discharge-dependent case.,24,24.82,new,,,,,2026-02-06 06:46:27.232419320,2026-02-06,night,diagnostics_access
257,3373afebf1a9840e,ENC_00003043,FAC_000,orthopedics,orthopedics,high,nurse discharge screening wait,Nurse discharge screening lag exceeded expected operating window,nursing_flow_lead,Review nurse discharge screening queue and readiness checklist handoff.,24,14.13,new,,,,,2026-02-06 06:27:43.713576784,2026-02-06,night,nursing_discharge_readiness
258,1bfe77322a964acf,ENC_00002965,FAC_000,transitional_care,geriatrics,routine,therapy assessment stall,Therapy assessment completion exceeded expected operating window,therapy_services_manager,Review and address therapy assessment stall for this discharge dependency.,48,12.68,new,,,,,2026-02-06 03:46:52.976393558,2026-02-06,night,care_team_assessment
259,7983e35487ce2ca6,ENC_00003082,FAC_000,orthopedics,orthopedics,high,nurse discharge screening wait,Nurse discharge screening lag exceeded expected operating window,nursing_flow_lead,Review nurse discharge screening queue and readiness checklist handoff.,24,9.89,new,,,,,2026-02-06 05:58:54.088086439,2026-02-06,night,nursing_discharge_readiness
260,d462fcaf64fe95d4,ENC_00002983,FAC_000,transitional_care,geriatrics,routine,unattributed operational delay,Delay signal found but no single dependency explains the episode,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,48,2.48,new,,,,,2026-02-06 02:56:25.360348916,2026-02-06,night,unattributed
261,8424aa4eae4f39fb,ENC_00003328,FAC_000,acute_medicine,medicine,routine,transport delay,Transport completion lag observed after discharge order,patient_transport_coordinator,Review and address transport delay for this discharge dependency.,48,1.25,new,,,,,2026-02-06 23:11:17.991434046,2026-02-06,night,transport_discharge_logistics
262,a548f0136586648e,ENC_00003297,FAC_000,orthopedics,orthopedics,routine,transport delay,Transport completion lag observed after discharge order,patient_transport_coordinator,Review and address transport delay for this discharge dependency.,48,0.85,new,,,,,2026-02-06 23:00:33.175884849,2026-02-06,night,transport_discharge_logistics
263,167c1f0f3dd95409,ENC_00003433,FAC_000,surgical,surgery,routine,radiology MRI access delay,MRI completion lag exceeded expected discharge-dependent window,radiology_operations_lead,Review MRI access constraints and consider alternate imaging or escalation for discharge-dependent case.,48,3.26,new,,,,,2026-02-07 13:37:55.034099432,2026-02-07,day,diagnostics_access
