shift_date,shift_name,signal_family,primary_blocker,flagged_cases,affected_facilities,affected_units,affected_service_lines,recoverable_bed_hours,median_priority_score,mean_confidence,management_score,recommended_owner,recommended_management_action,signal_group_rank
2026-01-30,evening,diagnostics_access,radiology MRI access delay,1,FAC_000,orthopedics,orthopedics,102.14,161.37,0.84,116.07,radiology_operations_lead,Review MRI access constraints and consider alternate imaging or escalation for discharge-dependent case.,1
2026-01-30,evening,diagnostics_access,radiology CT turnaround delay,2,FAC_000,"acute_medicine, respiratory","medicine, respiratory",110.25,95.52000000000001,0.82,109.16,radiology_operations_lead,"Review CT queue priority, protocol readiness, and report finalization for discharge-dependent case.",2
2026-01-30,evening,alc_community_capacity,home care confirmation wait,2,FAC_000,"cardiac, transitional_care","cardiology, geriatrics",79.35,77.965,0.86,92.33,home_care_liaison,Review and address home care confirmation wait for this discharge dependency.,3
2026-01-30,evening,diagnostics_access,blood testing turnaround delay,2,FAC_000,acute_medicine,medicine,24.9,35.71,0.79,56.47,laboratory_operations_lead,"Review collection, processing, and result-release timing for discharge-dependent bloodwork.",4
2026-01-30,evening,transport_discharge_logistics,transport delay,1,FAC_000,surgical,surgery,12.72,34.97,0.78,41.18,patient_transport_coordinator,Review and address transport delay for this discharge dependency.,5
2026-01-30,night,nursing_discharge_readiness,nurse discharge screening wait,1,FAC_000,transitional_care,geriatrics,49.42,85.93,0.8,71.55,nursing_flow_lead,Review nurse discharge screening queue and readiness checklist handoff.,1
2026-01-30,night,unattributed,unattributed operational delay,1,FAC_000,respiratory,respiratory,25.28,61.21,0.45,47.48,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,2
2026-01-30,night,diagnostics_access,ECG availability delay,1,FAC_000,cardiac,cardiology,5.84,40.35,0.78,40.04,cardiology_diagnostics_lead,Review ECG completion queue and interpretation handoff for discharge-dependent case.,3
2026-01-30,night,alc_community_capacity,home care confirmation wait,1,FAC_000,surgical,surgery,0.44,29.16,0.86,36.12,home_care_liaison,Review and address home care confirmation wait for this discharge dependency.,4
2026-01-31,day,diagnostics_access,diagnostic sign-off stall,2,FAC_000,"respiratory, transitional_care","geriatrics, respiratory",135.34,106.52499999999999,0.72,120.49,diagnostics_operations_lead,Review and address diagnostic sign-off stall for this discharge dependency.,1
2026-01-31,day,diagnostics_access,blood testing turnaround delay,1,FAC_000,orthopedics,orthopedics,44.3,80.04,0.79,67.53,laboratory_operations_lead,"Review collection, processing, and result-release timing for discharge-dependent bloodwork.",2
2026-01-31,day,alc_community_capacity,home care confirmation wait,1,FAC_000,acute_medicine,medicine,17.09,43.87,0.86,47.2,home_care_liaison,Review and address home care confirmation wait for this discharge dependency.,3
2026-01-31,evening,diagnostics_access,radiology CT turnaround delay,4,FAC_000,"acute_medicine, cardiac, transitional_care","cardiology, geriatrics, medicine",94.73,54.66,0.82,110.69,radiology_operations_lead,"Review CT queue priority, protocol readiness, and report finalization for discharge-dependent case.",1
2026-01-31,evening,diagnostics_access,blood testing turnaround delay,1,FAC_000,cardiac,cardiology,26.92,57.26,0.79,53.75,laboratory_operations_lead,"Review collection, processing, and result-release timing for discharge-dependent bloodwork.",2
2026-01-31,evening,alc_community_capacity,home care confirmation wait,2,FAC_000,"respiratory, transitional_care","geriatrics, respiratory",10.05,31.5,0.86,50.67,home_care_liaison,Review and address home care confirmation wait for this discharge dependency.,3
2026-01-31,evening,unattributed,unattributed operational delay,3,FAC_000,"acute_medicine, respiratory","medicine, respiratory",8.59,22.66,0.45,49.23,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,4
2026-01-31,night,diagnostics_access,diagnostic sign-off stall,4,FAC_000,"cardiac, respiratory, transitional_care","cardiology, geriatrics, respiratory",176.97,71.205,0.72,146.55,diagnostics_operations_lead,Review and address diagnostic sign-off stall for this discharge dependency.,1
2026-02-01,day,alc_community_capacity,home care confirmation wait,1,FAC_000,acute_medicine,medicine,80.67,128.6,0.86,98.05,home_care_liaison,Review and address home care confirmation wait for this discharge dependency.,1
2026-02-01,day,diagnostics_access,blood testing turnaround delay,1,FAC_000,acute_medicine,medicine,33.9,70.99,0.79,60.66,laboratory_operations_lead,"Review collection, processing, and result-release timing for discharge-dependent bloodwork.",2
2026-02-01,day,diagnostics_access,ECG availability delay,1,FAC_000,transitional_care,geriatrics,28.88,69.46,0.78,57.99,cardiology_diagnostics_lead,Review ECG completion queue and interpretation handoff for discharge-dependent case.,3
2026-02-01,evening,diagnostics_access,radiology ultrasound turnaround delay,1,FAC_000,acute_medicine,medicine,6.11,33.73,0.8,38.56,radiology_operations_lead,Review ultrasound slot availability and report finalization for discharge-dependent case.,1
2026-02-01,night,alc_community_capacity,home care confirmation wait,2,FAC_000,acute_medicine,medicine,116.32,97.345,0.86,112.93,home_care_liaison,Review and address home care confirmation wait for this discharge dependency.,1
2026-02-02,day,diagnostics_access,radiology ultrasound turnaround delay,1,FAC_000,cardiac,cardiology,76.82,113.58,0.8,90.8,radiology_operations_lead,Review ultrasound slot availability and report finalization for discharge-dependent case.,1
2026-02-02,day,diagnostics_access,blood testing turnaround delay,1,FAC_000,acute_medicine,medicine,11.62,45.95,0.79,44.23,laboratory_operations_lead,"Review collection, processing, and result-release timing for discharge-dependent bloodwork.",2
2026-02-02,evening,transport_discharge_logistics,transport delay,1,FAC_000,orthopedics,orthopedics,96.11,155.16,0.78,110.59,patient_transport_coordinator,Review and address transport delay for this discharge dependency.,1
2026-02-02,evening,diagnostics_access,blood testing turnaround delay,2,FAC_000,"surgical, transitional_care","geriatrics, surgery",48.56,54.305,0.79,71.52,laboratory_operations_lead,"Review collection, processing, and result-release timing for discharge-dependent bloodwork.",2
2026-02-02,evening,unattributed,unattributed operational delay,2,FAC_000,"acute_medicine, surgical","medicine, surgery",43.74,50.5,0.45,61.65,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,3
2026-02-02,evening,alc_community_capacity,home care confirmation wait,2,FAC_000,"orthopedics, respiratory","orthopedics, respiratory",2.63,17.669999999999998,0.86,43.55,home_care_liaison,Review and address home care confirmation wait for this discharge dependency.,4
2026-02-02,night,unattributed,unattributed operational delay,2,FAC_000,acute_medicine,medicine,34.83,49.39,0.45,57.75,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,1
2026-02-02,night,diagnostics_access,radiology ultrasound turnaround delay,1,FAC_000,cardiac,cardiology,27.94,67.24,0.8,57.35,radiology_operations_lead,Review ultrasound slot availability and report finalization for discharge-dependent case.,2
2026-02-02,night,diagnostics_access,radiology CT turnaround delay,1,FAC_000,surgical,surgery,2.43,39.37,0.82,39.18,radiology_operations_lead,"Review CT queue priority, protocol readiness, and report finalization for discharge-dependent case.",3
2026-02-03,day,alc_community_capacity,home care confirmation wait,3,FAC_000,"respiratory, surgical, transitional_care","geriatrics, respiratory, surgery",36.27,43.54,0.86,74.77,home_care_liaison,Review and address home care confirmation wait for this discharge dependency.,1
2026-02-03,day,diagnostics_access,blood testing turnaround delay,1,FAC_000,surgical,surgery,42.48,80.56,0.79,66.96,laboratory_operations_lead,"Review collection, processing, and result-release timing for discharge-dependent bloodwork.",2
2026-02-03,day,transport_discharge_logistics,transport delay,1,FAC_000,transitional_care,geriatrics,39.34,67.85,0.78,61.69,patient_transport_coordinator,Review and address transport delay for this discharge dependency.,3
2026-02-03,evening,alc_community_capacity,home care confirmation wait,1,FAC_000,orthopedics,orthopedics,102.11,152.59,0.86,113.82,home_care_liaison,Review and address home care confirmation wait for this discharge dependency.,1
2026-02-03,evening,diagnostics_access,radiology MRI access delay,2,FAC_000,"acute_medicine, transitional_care","geriatrics, medicine",88.18,80.25,0.84,96.15,radiology_operations_lead,Review MRI access constraints and consider alternate imaging or escalation for discharge-dependent case.,2
2026-02-03,evening,transport_discharge_logistics,transport delay,1,FAC_000,respiratory,respiratory,80.74,121.61,0.78,94.38,patient_transport_coordinator,Review and address transport delay for this discharge dependency.,3
2026-02-03,evening,weekend_flow_gap,Friday/weekend discharge gap,1,FAC_000,transitional_care,geriatrics,43.46,74.68,0.88,67.39,site_operations_director,Review and address friday/weekend discharge gap for this discharge dependency.,4
2026-02-03,evening,documentation_readiness,discharge documentation readiness wait,1,FAC_000,acute_medicine,medicine,11.01,46.74,0.75,43.43,unit_clerk_lead,Review discharge documentation readiness and unit-clerk handoff steps.,5
2026-02-03,night,diagnostics_access,radiology MRI access delay,1,FAC_000,respiratory,respiratory,62.7,114.06,0.84,86.1,radiology_operations_lead,Review MRI access constraints and consider alternate imaging or escalation for discharge-dependent case.,1
2026-02-03,night,transport_discharge_logistics,transport delay,2,FAC_000,"respiratory, transitional_care","geriatrics, respiratory",64.79,71.91,0.78,83.09,patient_transport_coordinator,Review and address transport delay for this discharge dependency.,2
2026-02-03,night,diagnostics_access,ECG availability delay,2,FAC_000,"cardiac, surgical","cardiology, surgery",17.25,31.64,0.78,51.99,cardiology_diagnostics_lead,Review ECG completion queue and interpretation handoff for discharge-dependent case.,3
2026-02-04,day,unattributed,unattributed operational delay,2,FAC_000,"acute_medicine, transitional_care","geriatrics, medicine",34.629999999999995,46.74,0.45,56.87,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,1
2026-02-04,day,diagnostics_access,blood testing turnaround delay,1,FAC_000,acute_medicine,medicine,27.18,65.97,0.79,56.46,laboratory_operations_lead,"Review collection, processing, and result-release timing for discharge-dependent bloodwork.",2
2026-02-04,day,diagnostics_access,ECG availability delay,1,FAC_000,cardiac,cardiology,28.48,62.95,0.78,55.88,cardiology_diagnostics_lead,Review ECG completion queue and interpretation handoff for discharge-dependent case.,3
2026-02-04,day,diagnostics_access,radiology MRI access delay,1,FAC_000,transitional_care,geriatrics,25.32,53.92,0.84,53.1,radiology_operations_lead,Review MRI access constraints and consider alternate imaging or escalation for discharge-dependent case.,4
2026-02-04,evening,diagnostics_access,radiology CT turnaround delay,1,FAC_000,respiratory,respiratory,89.11,138.72,0.82,103.66,radiology_operations_lead,"Review CT queue priority, protocol readiness, and report finalization for discharge-dependent case.",1
2026-02-04,evening,transport_discharge_logistics,transport delay,2,FAC_000,"respiratory, transitional_care","geriatrics, respiratory",43.010000000000005,54.24,0.78,69.08,patient_transport_coordinator,Review and address transport delay for this discharge dependency.,2
2026-02-04,evening,alc_community_capacity,ALC placement wait,1,FAC_000,respiratory,respiratory,22.29,48.2,0.94,52.18,transition_services_lead,Review and address alc placement wait for this discharge dependency.,3
2026-02-04,night,diagnostics_access,radiology ultrasound turnaround delay,1,FAC_000,surgical,surgery,63.3,101.6,0.8,81.8,radiology_operations_lead,Review ultrasound slot availability and report finalization for discharge-dependent case.,1
2026-02-04,night,diagnostics_access,diagnostic sign-off stall,1,FAC_000,acute_medicine,medicine,5.16,32.42,0.72,36.19,diagnostics_operations_lead,Review and address diagnostic sign-off stall for this discharge dependency.,2
2026-02-05,day,diagnostics_access,radiology CT turnaround delay,4,FAC_000,"acute_medicine, orthopedics, surgical","medicine, orthopedics, surgery",68.81,51.730000000000004,0.82,99.44,radiology_operations_lead,"Review CT queue priority, protocol readiness, and report finalization for discharge-dependent case.",1
2026-02-05,day,unattributed,unattributed operational delay,1,FAC_000,acute_medicine,medicine,7.83,44.23,0.45,35.4,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,2
2026-02-05,day,alc_community_capacity,home care confirmation wait,1,FAC_000,transitional_care,geriatrics,4.02,7.48,0.86,31.05,home_care_liaison,Review and address home care confirmation wait for this discharge dependency.,3
2026-02-05,evening,diagnostics_access,radiology CT turnaround delay,4,FAC_000,"cardiac, orthopedics, respiratory, transitional_care","cardiology, geriatrics, orthopedics, respiratory",204.01,79.92,0.82,161.98,radiology_operations_lead,"Review CT queue priority, protocol readiness, and report finalization for discharge-dependent case.",1
2026-02-05,evening,diagnostics_access,blood testing turnaround delay,1,FAC_000,acute_medicine,medicine,59.66,101.74,0.79,80.19,laboratory_operations_lead,"Review collection, processing, and result-release timing for discharge-dependent bloodwork.",2
2026-02-05,evening,unattributed,unattributed operational delay,1,FAC_000,surgical,surgery,36.75,73.07,0.45,55.62,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,3
2026-02-05,evening,alc_community_capacity,ALC placement wait,1,FAC_000,acute_medicine,medicine,22.16,56.77,0.94,54.69,transition_services_lead,Review and address alc placement wait for this discharge dependency.,4
2026-02-05,evening,transport_discharge_logistics,transport delay,2,FAC_000,"acute_medicine, transitional_care","geriatrics, medicine",17.04,37.614999999999995,0.78,53.7,patient_transport_coordinator,Review and address transport delay for this discharge dependency.,5
2026-02-05,night,alc_community_capacity,home care confirmation wait,2,FAC_000,"cardiac, orthopedics","cardiology, orthopedics",71.42,73.875,0.86,87.93,home_care_liaison,Review and address home care confirmation wait for this discharge dependency.,1
2026-02-05,night,diagnostics_access,blood testing turnaround delay,1,FAC_000,acute_medicine,medicine,50.79,91.46,0.79,73.55,laboratory_operations_lead,"Review collection, processing, and result-release timing for discharge-dependent bloodwork.",2
2026-02-05,night,diagnostics_access,radiology MRI access delay,1,FAC_000,surgical,surgery,25.08,64.99,0.84,56.33,radiology_operations_lead,Review MRI access constraints and consider alternate imaging or escalation for discharge-dependent case.,3
2026-02-06,day,diagnostics_access,radiology MRI access delay,3,FAC_000,"orthopedics, respiratory, surgical","orthopedics, respiratory, surgery",143.29,91.59,0.84,131.59,radiology_operations_lead,Review MRI access constraints and consider alternate imaging or escalation for discharge-dependent case.,1
2026-02-06,day,diagnostics_access,radiology CT turnaround delay,1,FAC_000,acute_medicine,medicine,127.77,174.84,0.82,129.96,radiology_operations_lead,"Review CT queue priority, protocol readiness, and report finalization for discharge-dependent case.",2
2026-02-06,day,transport_discharge_logistics,transport delay,2,FAC_000,"acute_medicine, surgical","medicine, surgery",1.45,27.285,0.78,44.37,patient_transport_coordinator,Review and address transport delay for this discharge dependency.,3
2026-02-06,day,unattributed,unattributed operational delay,1,FAC_000,surgical,surgery,1.68,3.13,0.45,20.61,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,4
2026-02-06,evening,alc_community_capacity,home care confirmation wait,3,FAC_000,"acute_medicine, cardiac, orthopedics","cardiology, medicine, orthopedics",106.88,33.94,0.86,100.13,home_care_liaison,Review and address home care confirmation wait for this discharge dependency.,1
2026-02-06,evening,diagnostics_access,radiology MRI access delay,2,FAC_000,orthopedics,orthopedics,80.61,80.79,0.84,93.28,radiology_operations_lead,Review MRI access constraints and consider alternate imaging or escalation for discharge-dependent case.,2
2026-02-06,evening,diagnostics_access,ECG availability delay,1,FAC_000,surgical,surgery,46.82,87.44,0.78,70.56,cardiology_diagnostics_lead,Review ECG completion queue and interpretation handoff for discharge-dependent case.,3
2026-02-06,evening,unattributed,unattributed operational delay,2,FAC_000,"acute_medicine, respiratory","medicine, respiratory",14.44,40.480000000000004,0.45,46.92,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,4
2026-02-06,night,diagnostics_access,radiology MRI access delay,2,FAC_000,transitional_care,geriatrics,159.82,122.025,0.84,137.34,radiology_operations_lead,Review MRI access constraints and consider alternate imaging or escalation for discharge-dependent case.,1
2026-02-06,night,diagnostics_access,radiology CT turnaround delay,1,FAC_000,surgical,surgery,40.35,69.25,0.82,63.32,radiology_operations_lead,"Review CT queue priority, protocol readiness, and report finalization for discharge-dependent case.",2
2026-02-06,night,transport_discharge_logistics,transport delay,2,FAC_000,"cardiac, respiratory","cardiology, respiratory",4.0,30.994999999999997,0.78,46.5,patient_transport_coordinator,Review and address transport delay for this discharge dependency.,3
2026-02-06,night,alc_community_capacity,home care confirmation wait,1,FAC_000,transitional_care,geriatrics,7.42,13.78,0.86,34.3,home_care_liaison,Review and address home care confirmation wait for this discharge dependency.,4
2026-02-06,night,nursing_discharge_readiness,nurse discharge screening wait,1,FAC_000,orthopedics,orthopedics,2.5,4.64,0.8,28.39,nursing_flow_lead,Review nurse discharge screening queue and readiness checklist handoff.,5
2026-02-07,day,diagnostics_access,blood testing turnaround delay,1,FAC_000,respiratory,respiratory,64.06,110.14,0.79,84.47,laboratory_operations_lead,"Review collection, processing, and result-release timing for discharge-dependent bloodwork.",1
2026-02-07,day,alc_community_capacity,home care confirmation wait,1,FAC_000,surgical,surgery,4.02,40.31,0.86,40.9,home_care_liaison,Review and address home care confirmation wait for this discharge dependency.,2
2026-02-07,day,diagnostics_access,radiology CT turnaround delay,1,FAC_000,transitional_care,geriatrics,4.11,33.46,0.82,38.08,radiology_operations_lead,"Review CT queue priority, protocol readiness, and report finalization for discharge-dependent case.",3
2026-02-07,day,diagnostics_access,diagnostic sign-off stall,1,FAC_000,respiratory,respiratory,0.9,26.33,0.72,32.66,diagnostics_operations_lead,Review and address diagnostic sign-off stall for this discharge dependency.,4
2026-02-07,evening,transport_discharge_logistics,transport delay,2,FAC_000,"acute_medicine, respiratory","medicine, respiratory",98.86,84.515,0.78,100.5,patient_transport_coordinator,Review and address transport delay for this discharge dependency.,1
2026-02-07,evening,diagnostics_access,ECG availability delay,2,FAC_000,"acute_medicine, respiratory","medicine, respiratory",61.36,63.815,0.78,79.29,cardiology_diagnostics_lead,Review ECG completion queue and interpretation handoff for discharge-dependent case.,2
2026-02-07,evening,diagnostics_access,radiology CT turnaround delay,1,FAC_000,transitional_care,geriatrics,13.0,36.49,0.82,42.55,radiology_operations_lead,"Review CT queue priority, protocol readiness, and report finalization for discharge-dependent case.",3
2026-02-07,night,unattributed,unattributed operational delay,2,FAC_000,"acute_medicine, respiratory","medicine, respiratory",124.75999999999999,94.14,0.45,107.15,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,1
2026-02-07,night,diagnostics_access,radiology MRI access delay,1,FAC_000,surgical,surgery,65.9,107.28,0.84,85.34,radiology_operations_lead,Review MRI access constraints and consider alternate imaging or escalation for discharge-dependent case.,2
2026-02-07,night,diagnostics_access,diagnostic sign-off stall,1,FAC_000,acute_medicine,medicine,36.81,72.52,0.72,60.88,diagnostics_operations_lead,Review and address diagnostic sign-off stall for this discharge dependency.,3
2026-02-07,night,diagnostics_access,radiology CT turnaround delay,2,FAC_000,"orthopedics, respiratory","orthopedics, respiratory",24.7,37.625,0.82,57.57,radiology_operations_lead,"Review CT queue priority, protocol readiness, and report finalization for discharge-dependent case.",4
2026-02-08,day,diagnostics_access,radiology CT turnaround delay,3,FAC_000,"acute_medicine, transitional_care","geriatrics, medicine",122.80000000000001,78.67,0.82,119.12,radiology_operations_lead,"Review CT queue priority, protocol readiness, and report finalization for discharge-dependent case.",1
2026-02-08,day,diagnostics_access,radiology MRI access delay,1,FAC_000,surgical,surgery,7.38,34.75,0.84,40.18,radiology_operations_lead,Review MRI access constraints and consider alternate imaging or escalation for discharge-dependent case.,2
2026-02-08,evening,unattributed,unattributed operational delay,5,FAC_000,"acute_medicine, respiratory, surgical, transitional_care","geriatrics, medicine, respiratory, surgery",198.2,51.43,0.45,153.71,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,1
2026-02-08,evening,diagnostics_access,radiology CT turnaround delay,1,FAC_000,respiratory,respiratory,16.77,46.94,0.82,47.19,radiology_operations_lead,"Review CT queue priority, protocol readiness, and report finalization for discharge-dependent case.",2
2026-02-08,evening,transport_discharge_logistics,transport delay,2,FAC_000,"cardiac, surgical","cardiology, surgery",2.73,28.935,0.78,45.37,patient_transport_coordinator,Review and address transport delay for this discharge dependency.,3
2026-02-08,evening,diagnostics_access,blood testing turnaround delay,1,FAC_000,acute_medicine,medicine,7.94,32.04,0.79,38.59,laboratory_operations_lead,"Review collection, processing, and result-release timing for discharge-dependent bloodwork.",4
2026-02-08,night,diagnostics_access,radiology MRI access delay,1,FAC_000,respiratory,respiratory,118.79,165.36,0.84,123.92,radiology_operations_lead,Review MRI access constraints and consider alternate imaging or escalation for discharge-dependent case.,1
2026-02-08,night,transport_discharge_logistics,transport delay,1,FAC_000,surgical,surgery,81.09,128.84,0.78,96.69,patient_transport_coordinator,Review and address transport delay for this discharge dependency.,2
2026-02-08,night,diagnostics_access,blood testing turnaround delay,1,FAC_000,surgical,surgery,65.97,98.48,0.79,81.73,laboratory_operations_lead,"Review collection, processing, and result-release timing for discharge-dependent bloodwork.",3
2026-02-08,night,diagnostics_access,diagnostic sign-off stall,1,FAC_000,respiratory,respiratory,4.54,30.5,0.72,35.37,diagnostics_operations_lead,Review and address diagnostic sign-off stall for this discharge dependency.,4
2026-02-09,day,diagnostics_access,radiology MRI access delay,1,FAC_000,transitional_care,geriatrics,79.5,120.24,0.84,94.67,radiology_operations_lead,Review MRI access constraints and consider alternate imaging or escalation for discharge-dependent case.,1
2026-02-09,day,transport_discharge_logistics,transport delay,2,FAC_000,"acute_medicine, transitional_care","geriatrics, medicine",56.910000000000004,44.945,0.78,71.85,patient_transport_coordinator,Review and address transport delay for this discharge dependency.,2
2026-02-09,day,unattributed,unattributed operational delay,2,FAC_000,acute_medicine,medicine,27.950000000000003,32.195,0.45,49.84,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,3
2026-02-09,day,social_support_readiness,social work assessment wait,1,FAC_000,acute_medicine,medicine,1.07,19.54,0.79,32.09,social_work_lead,Review social work assessment capacity for discharge-dependent cases.,4
2026-02-09,evening,diagnostics_access,radiology MRI access delay,2,FAC_000,"orthopedics, surgical","orthopedics, surgery",167.51,125.385,0.84,141.42,radiology_operations_lead,Review MRI access constraints and consider alternate imaging or escalation for discharge-dependent case.,1
2026-02-09,evening,unattributed,unattributed operational delay,2,FAC_000,"acute_medicine, surgical","medicine, surgery",68.27000000000001,65.2,0.45,75.87,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,2
2026-02-09,evening,diagnostics_access,radiology CT turnaround delay,1,FAC_000,acute_medicine,medicine,1.92,27.18,0.82,35.32,radiology_operations_lead,"Review CT queue priority, protocol readiness, and report finalization for discharge-dependent case.",3
2026-02-09,evening,transport_discharge_logistics,transport delay,1,FAC_000,transitional_care,geriatrics,5.77,10.72,0.78,31.12,patient_transport_coordinator,Review and address transport delay for this discharge dependency.,4
2026-02-09,night,diagnostics_access,radiology CT turnaround delay,2,FAC_000,"acute_medicine, cardiac","cardiology, medicine",87.85000000000001,80.995,0.82,95.84,radiology_operations_lead,"Review CT queue priority, protocol readiness, and report finalization for discharge-dependent case.",1
2026-02-09,night,unattributed,unattributed operational delay,3,FAC_000,"acute_medicine, respiratory","medicine, respiratory",105.14,30.99,0.45,90.35,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,2
2026-02-09,night,alc_community_capacity,home care confirmation wait,2,FAC_000,"acute_medicine, cardiac","cardiology, medicine",60.28,59.669999999999995,0.86,79.21,home_care_liaison,Review and address home care confirmation wait for this discharge dependency.,3
2026-02-10,day,diagnostics_access,radiology MRI access delay,1,FAC_000,transitional_care,geriatrics,11.52,43.42,0.84,44.43,radiology_operations_lead,Review MRI access constraints and consider alternate imaging or escalation for discharge-dependent case.,1
2026-02-10,day,unattributed,unattributed operational delay,1,FAC_000,orthopedics,orthopedics,3.01,26.21,0.45,28.07,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,2
2026-02-10,evening,diagnostics_access,diagnostic sign-off stall,1,FAC_000,surgical,surgery,94.94,137.11,0.72,103.51,diagnostics_operations_lead,Review and address diagnostic sign-off stall for this discharge dependency.,1
2026-02-10,evening,transport_discharge_logistics,transport delay,3,FAC_000,"acute_medicine, cardiac","cardiology, medicine",83.22,38.75,0.7799999999999999,90.51,patient_transport_coordinator,Review and address transport delay for this discharge dependency.,2
2026-02-10,evening,unattributed,unattributed operational delay,3,FAC_000,"orthopedics, respiratory","orthopedics, respiratory",91.42,49.14,0.45,90.31,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,3
2026-02-10,evening,diagnostics_access,radiology MRI access delay,2,FAC_000,"acute_medicine, transitional_care","geriatrics, medicine",32.5,46.945,0.84,63.88,radiology_operations_lead,Review MRI access constraints and consider alternate imaging or escalation for discharge-dependent case.,4
2026-02-10,evening,weekend_flow_gap,Friday/weekend discharge gap,1,FAC_000,acute_medicine,medicine,22.95,55.56,0.88,53.45,site_operations_director,Review and address friday/weekend discharge gap for this discharge dependency.,5
2026-02-10,night,diagnostics_access,radiology MRI access delay,2,FAC_000,"orthopedics, surgical","orthopedics, surgery",35.97,52.730000000000004,0.84,67.01,radiology_operations_lead,Review MRI access constraints and consider alternate imaging or escalation for discharge-dependent case.,1
2026-02-10,night,diagnostics_access,radiology CT turnaround delay,1,FAC_000,transitional_care,geriatrics,26.88,61.14,0.82,55.49,radiology_operations_lead,"Review CT queue priority, protocol readiness, and report finalization for discharge-dependent case.",2
2026-02-10,night,diagnostics_access,blood testing turnaround delay,1,FAC_000,acute_medicine,medicine,20.52,51.21,0.79,49.37,laboratory_operations_lead,"Review collection, processing, and result-release timing for discharge-dependent bloodwork.",3
2026-02-10,night,diagnostics_access,radiology ultrasound turnaround delay,1,FAC_000,orthopedics,orthopedics,18.23,52.37,0.8,49.0,radiology_operations_lead,Review ultrasound slot availability and report finalization for discharge-dependent case.,4
2026-02-10,night,transport_discharge_logistics,transport delay,1,FAC_000,acute_medicine,medicine,1.86,28.71,0.78,34.96,patient_transport_coordinator,Review and address transport delay for this discharge dependency.,5
2026-02-11,day,diagnostics_access,radiology CT turnaround delay,2,FAC_000,"respiratory, surgical","respiratory, surgery",67.81,66.235,0.82,83.39,radiology_operations_lead,"Review CT queue priority, protocol readiness, and report finalization for discharge-dependent case.",1
2026-02-11,day,alc_community_capacity,home care confirmation wait,3,FAC_000,"acute_medicine, cardiac","cardiology, medicine",14.97,26.75,0.86,61.21,home_care_liaison,Review and address home care confirmation wait for this discharge dependency.,2
2026-02-11,day,diagnostics_access,ECG availability delay,1,FAC_000,orthopedics,orthopedics,14.26,38.71,0.78,42.92,cardiology_diagnostics_lead,Review ECG completion queue and interpretation handoff for discharge-dependent case.,3
2026-02-11,evening,transport_discharge_logistics,transport delay,3,FAC_000,acute_medicine,medicine,122.22,69.43,0.7799999999999999,115.32,patient_transport_coordinator,Review and address transport delay for this discharge dependency.,1
2026-02-11,evening,alc_community_capacity,home care confirmation wait,3,FAC_000,"acute_medicine, respiratory","medicine, respiratory",78.4,59.17,0.86,96.31,home_care_liaison,Review and address home care confirmation wait for this discharge dependency.,2
2026-02-11,evening,diagnostics_access,radiology CT turnaround delay,2,FAC_000,"cardiac, respiratory","cardiology, respiratory",53.95,60.129999999999995,0.82,76.02,radiology_operations_lead,"Review CT queue priority, protocol readiness, and report finalization for discharge-dependent case.",3
2026-02-11,evening,diagnostics_access,blood testing turnaround delay,1,FAC_000,orthopedics,orthopedics,48.91,93.71,0.79,73.48,laboratory_operations_lead,"Review collection, processing, and result-release timing for discharge-dependent bloodwork.",4
2026-02-11,evening,diagnostics_access,radiology MRI access delay,1,FAC_000,cardiac,cardiology,1.68,35.7,0.84,38.18,radiology_operations_lead,Review MRI access constraints and consider alternate imaging or escalation for discharge-dependent case.,5
2026-02-11,night,transport_discharge_logistics,transport delay,1,FAC_000,transitional_care,geriatrics,39.83,83.24,0.78,66.5,patient_transport_coordinator,Review and address transport delay for this discharge dependency.,1
2026-02-11,night,weekend_flow_gap,Friday/weekend discharge gap,1,FAC_000,surgical,surgery,18.35,46.55,0.88,48.9,site_operations_director,Review and address friday/weekend discharge gap for this discharge dependency.,2
2026-02-11,night,unattributed,unattributed operational delay,1,FAC_000,transitional_care,geriatrics,27.1,57.0,0.45,46.94,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,3
2026-02-12,day,diagnostics_access,radiology ultrasound turnaround delay,4,FAC_000,"acute_medicine, orthopedics, surgical","medicine, orthopedics, surgery",96.35000000000001,54.645,0.8,110.93,radiology_operations_lead,Review ultrasound slot availability and report finalization for discharge-dependent case.,1
